,accession#,filing_year,entity,label
4673,0001135428-16-001335,2016,the prior fiscal year,DATE
4674,0001135428-16-001335,2016,each year,DATE
4675,0001135428-16-001335,2016,1 year 3 years 5 years 10 years  ,DATE
4676,0001135428-16-001335,2016,annual,DATE
4677,0001135428-16-001335,2016,the most recent fiscal year,DATE
4678,0001135428-16-001335,2016,years,DATE
4679,0001135428-16-001335,2016,age age 65,DATE
4680,0001135428-16-001335,2016,2020,DATE
4681,0001135428-16-001335,2016,the approximate year,DATE
4682,0001135428-16-001335,2016,five years,DATE
4683,0001135428-16-001335,2016,the first five years,DATE
4684,0001135428-16-001335,2016,1600 1700  years,DATE
4685,0001135428-16-001335,2016,second,ORDINAL
4686,0001193125-16-805857,2016,less than 397 days,DATE
4687,0001193125-16-805857,2016,05 year,DATE
4688,0001193125-16-805857,2016,monthly,DATE
4689,0001193125-16-805857,2016,the last trading day of each month,DATE
4690,0001193125-16-805857,2016,between two adjustment days,DATE
4691,0001193125-16-805857,2016,05 year,DATE
4692,0001193125-16-805857,2016,less than 5 years,DATE
4693,0001193125-16-805857,2016,the last trading day,DATE
4694,0001193125-16-805857,2016,each month,DATE
4695,0001193125-16-805857,2016,’s,ORG
4696,0001193125-16-805857,2016,’s,ORG
4697,0001193125-16-805857,2016,the month,DATE
4698,0001193125-16-805857,2016,’s,ORG
4699,0001193125-16-805857,2016,a given month,DATE
4700,0001193125-16-805857,2016,a given month,DATE
4701,0001193125-16-805857,2016,monthly,DATE
4702,0001193125-16-805857,2016,month,DATE
4703,0001193125-16-805857,2016,each months,DATE
4704,0001193125-16-805857,2016,month,DATE
4705,0001193125-16-805857,2016,monthly,DATE
4706,0001193125-16-805857,2016,’s,ORG
4707,0001193125-16-805857,2016,monthly,DATE
4708,0001193125-16-805857,2016,12x,DATE
4709,0001193125-16-805857,2016,monthly,DATE
4710,0001193125-16-805857,2016,’s,ORG
4711,0001193125-16-805857,2016,monthly,DATE
4712,0001193125-16-805857,2016,’s,ORG
4713,0001193125-16-805857,2016,one calendar month,DATE
4714,0001193125-16-805857,2016,one year,DATE
4715,0001193125-16-805857,2016,the year,DATE
4716,0001193125-16-805857,2016,one year,DATE
4717,0001193125-16-805857,2016,one year,DATE
4718,0001193125-16-805857,2016,48 471,MONEY
4719,0001135428-16-001343,2016,annual,DATE
4720,0001135428-16-001343,2016,each year,DATE
4721,0001135428-16-001343,2016,006  acquired fund,QUANTITY
4722,0001135428-16-001343,2016,043  ,QUANTITY
4723,0001135428-16-001343,2016,049  ,QUANTITY
4724,0001135428-16-001343,2016,the prior fiscal year,DATE
4725,0001135428-16-001343,2016,each year,DATE
4726,0001135428-16-001343,2016,one year,DATE
4727,0001135428-16-001343,2016,1 year 3 years 5 years 10 years  ,DATE
4728,0001135428-16-001343,2016,annual,DATE
4729,0001135428-16-001343,2016,the most recent fiscal year,DATE
4730,0001135428-16-001343,2016,years,DATE
4731,0001135428-16-001343,2016,age age 65,DATE
4732,0001135428-16-001343,2016,2060,DATE
4733,0001135428-16-001343,2016,the approximate year,DATE
4734,0001135428-16-001343,2016,five years,DATE
4735,0001135428-16-001343,2016,the first five years,DATE
4736,0001135428-16-001343,2016,1600 1700  years,DATE
4737,0001135428-16-001343,2016,second,ORDINAL
4738,0000894189-16-010738,2016,’s,ORG
4739,0000894189-16-010738,2016,american,NORP
4740,0000894189-16-010738,2016,’s,ORG
4741,0000894189-16-010738,2016,’s,ORG
4742,0000894189-16-010738,2016,a given year,DATE
4743,0001104659-16-135679,2016,60 days,DATE
4744,0001104659-16-135679,2016,between 13 billion and 585 billion principal,MONEY
4745,0001193125-16-572824,2016,’s,ORG
4746,0001193125-16-772468,2016,’s,ORG
4747,0001193125-16-772468,2016,december 31 2015,DATE
4748,0001193125-16-572907,2016,’s,ORG
4749,0001193125-16-572907,2016,weekly,DATE
4750,0000898531-17-000135,2017,american,NORP
4751,0000898531-17-000135,2017,monthly,DATE
4752,0001104659-17-074085,2017,december 31 2016,DATE
4753,0001193125-17-199852,2017,between 63 million and 4 billion,MONEY
4754,0001571049-17-004659,2017,’s,ORG
4755,0001571049-17-004659,2017,’s,ORG
4756,0001398344-17-009373,2017,’s,ORG
4757,0001398344-17-009373,2017,between 300 million and 7 billion,MONEY
4758,0001398344-17-009373,2017,’s,ORG
4759,0001398344-17-009373,2017,’s,ORG
4760,0001193125-17-297492,2017,’s,ORG
4761,0001193125-17-297492,2017,at least 60 days,DATE
4762,0000930413-17-001259,2017,american,NORP
4763,0000930413-17-001259,2017,’s,ORG
4764,0000930413-17-001259,2017,’s,ORG
4765,0001081400-17-002030,2017,the year,DATE
4766,0001104659-17-014459,2017,annual,DATE
4767,0001104659-17-014459,2017,daily,DATE
4768,0001104659-17-014459,2017,2  ,QUANTITY
4769,0001104659-17-014459,2017,2000,DATE
4770,0001104659-17-014459,2017,annual,DATE
4771,0001104659-17-014459,2017,daily,DATE
4772,0001193125-17-184006,2017,third,ORDINAL
4773,0001193125-17-184006,2017,65,DATE
4774,0001193125-17-184006,2017,20 years,DATE
4775,0001193125-17-184006,2017,’s,ORG
4776,0001193125-17-184006,2017,annually,DATE
4777,0001193125-17-184006,2017,’s,ORG
4778,0001193125-17-184006,2017,’s,ORG
4779,0001193125-17-184006,2017,’s,ORG
4780,0001193125-17-184006,2017,february 24 2017,DATE
4781,0001193125-17-184006,2017,20 years,DATE
4782,0001193125-17-184006,2017,’s,ORG
4783,0001193125-17-184006,2017,’s,ORG
4784,0001193125-17-184006,2017,annual,DATE
4785,0001193125-17-184006,2017,’s,ORG
4786,0001193125-17-184006,2017,’s,ORG
4787,0001193125-17-184006,2017,the year,DATE
4788,0001193125-17-184006,2017,the year,DATE
4789,0001398344-17-005729,2017,at least eighty percent,PERCENT
4790,0001398344-17-005729,2017,at least 5 billion,MONEY
4791,0001398344-17-005729,2017,five years,DATE
4792,0001398344-17-005729,2017,’s,ORG
4793,0001398344-17-002788,2017,’s,ORG
4794,0001398344-17-002788,2017,december 31 2016,DATE
4795,0001398344-17-002788,2017,’s,ORG
4796,0001398344-17-002788,2017,’s,ORG
4797,0001398344-17-002788,2017,’s,ORG
4798,0001398344-17-002788,2017,the next threetofive year,DATE
4799,0001398344-17-002788,2017,1933,DATE
4800,0001398344-17-002788,2017,’s,ORG
4801,0001398344-17-002788,2017,three to seven years,DATE
4802,0001398344-17-002788,2017,1940,DATE
4803,0001398344-17-002788,2017,1940,DATE
4804,0001398344-17-002788,2017,’s,ORG
4805,0001398344-17-002788,2017,’s,ORG
4806,0001683863-17-000360,2017,the years,DATE
4807,0001683863-17-000360,2017,’s,ORG
4808,0001683863-17-000360,2017,’s,ORG
4809,0001683863-17-000360,2017,a few years,DATE
4810,0001683863-17-000360,2017,2030,DATE
4811,0001683863-17-000360,2017,’s,ORG
4812,0001683863-17-000360,2017,age 65,DATE
4813,0001683863-17-000360,2017,’s,ORG
4814,0001683863-17-000360,2017,’s,ORG
4815,0001683863-17-000360,2017,’s,ORG
4816,0001683863-17-000360,2017,’s,ORG
4817,0001683863-17-000360,2017,’s,ORG
4818,0001683863-17-000360,2017,’s,ORG
4819,0001379491-17-007978,2017,approximately 10 to 19 years,DATE
4820,0001379491-17-007978,2017,the year 2055,DATE
4821,0001379491-17-007978,2017,several years,DATE
4822,0001379491-17-007978,2017,a few years,DATE
4823,0001379491-17-007978,2017,2055,DATE
4824,0001379491-17-007978,2017,age 65,DATE
4825,0001193125-17-324817,2017,’s,ORG
4826,0000898432-17-000113,2017,american,NORP
4827,0000898432-17-000113,2017,’s,ORG
4828,0000898432-17-000113,2017,’s,ORG
4829,0000898432-17-000113,2017,’s,ORG
4830,0000898432-17-001187,2017,at least 60 days,DATE
4831,0000894189-17-002282,2017,american,NORP
4832,0000894189-17-002282,2017,less than two billion dollars,MONEY
4833,0001144204-17-023152,2017,less than 2 billion,MONEY
4834,0001144204-17-023152,2017,less than 300 million,MONEY
4835,0001144204-17-023152,2017,™,ORG
4836,0001193125-17-305356,2017,’s,ORG
4837,0001193125-17-305356,2017,’s,ORG
4838,0001193125-17-305356,2017,’s,ORG
4839,0001193125-17-305356,2017,’s,ORG
4840,0001193125-17-305356,2017,’s,ORG
4841,0001081400-17-002232,2017,approximately 1425 billion to 8739,DATE
4842,0001081400-17-002232,2017,october 31 2017,DATE
4843,0000894189-17-002210,2017,american,NORP
4844,0001379491-17-006563,2017,™,ORG
4845,0001379491-17-006563,2017,™,ORG
4846,0000894189-17-003709,2017,american,NORP
4847,0000894189-17-003709,2017,’s,ORG
4848,0000894189-17-003709,2017,a given year,DATE
4849,0001379491-17-008014,2017,approximately 10 to 19 years after,DATE
4850,0001379491-17-008014,2017,the year 2030,DATE
4851,0001379491-17-008014,2017,several years,DATE
4852,0001379491-17-008014,2017,a few years of 2030,DATE
4853,0001379491-17-008014,2017,age 65,DATE
4854,0001193125-17-275411,2017,each year,DATE
4855,0001193125-17-275411,2017,2017,DATE
4856,0001193125-17-383468,2017,®,ORG
4857,0001193125-17-383468,2017,approximately 341 million to 883 billion,MONEY
4858,0001193125-17-383468,2017,november 30 2017,DATE
4859,0001193125-17-383468,2017,’s,ORG
4860,0001193125-17-287064,2017,at least 10 billion,MONEY
4861,0001193125-17-287064,2017,’s,ORG
4862,0001193125-17-287064,2017,’s,ORG
4863,0001174520-17-000013,2017,approximately 751 billion,MONEY
4864,0001104659-17-027697,2017,annual,DATE
4865,0001104659-17-027697,2017,2035,DATE
4866,0001104659-17-027986,2017,040  ,QUANTITY
4867,0001104659-17-027986,2017,060  ,QUANTITY
4868,0001193125-17-161115,2017,february 28 2017,DATE
4869,0001193125-17-161115,2017,sixty 60 days,DATE
4870,0000898432-17-001256,2017,’s,ORG
4871,0000898432-17-001256,2017,’s,ORG
4872,0000898432-17-001256,2017,’s,PERSON
4873,0000898432-17-001256,2017,’s,ORG
4874,0000898432-17-001256,2017,at least 60 days,DATE
4875,0000930413-17-001853,2017,march 30 2017,DATE
4876,0001193125-17-147495,2017,2055,DATE
4877,0001193125-17-147495,2017,age 65,DATE
4878,0001193125-17-147495,2017,2045,DATE
4879,0001193125-17-147495,2017,’s,ORG
4880,0001193125-17-147495,2017,2045,DATE
4881,0001193125-17-147495,2017,’s,ORG
4882,0001193125-17-147495,2017,2574,DATE
4883,0001193125-17-147495,2017,1295,DATE
4884,0001193125-17-147495,2017,quarterly,DATE
4885,0001193125-17-147495,2017,2045,DATE
4886,0001193125-17-147495,2017,2045,DATE
4887,0001193125-17-147495,2017,’s,ORG
4888,0001193125-17-240806,2017,’s,ORG
4889,0001193125-17-240806,2017,’s,PRODUCT
4890,0001193125-17-240806,2017,’s,ORG
4891,0001193125-17-240806,2017,’s,ORG
4892,0001193125-17-240806,2017,ten years,DATE
4893,0001193125-17-240806,2017,only the past year,DATE
4894,0001193125-17-240806,2017,monthly,DATE
4895,0001193125-17-240806,2017,a given month,DATE
4896,0001193125-17-240806,2017,’s,ORG
4897,0001193125-17-240806,2017,’s,ORG
4898,0001193125-17-240806,2017,’s,ORG
4899,0001193125-17-240806,2017,’s,ORG
4900,0001193125-17-240806,2017,’s,ORG
4901,0001193125-17-240806,2017,second,ORDINAL
4902,0001193125-17-240806,2017,first,ORDINAL
4903,0001193125-17-240806,2017,less than one year,DATE
4904,0001193125-17-240806,2017,more than eight years,DATE
4905,0001193125-17-240806,2017,’s,ORG
4906,0001193125-17-240806,2017,’s,ORG
4907,0001193125-17-240806,2017,’s,ORG
4908,0001193125-17-240806,2017,’s,ORG
4909,0001683863-17-000322,2017,at least 60 days,DATE
4910,0001104659-17-027704,2017,2020,DATE
4911,0001104659-17-027704,2017,the approximate year,DATE
4912,0001104659-17-027704,2017,annual,DATE
4913,0001104659-17-027704,2017,2020,DATE
4914,0001104659-17-074084,2017,december 31 2016,DATE
4915,0001162044-17-001117,2017,’s,ORG
4916,0001193125-17-239193,2017,negative 3 years,DATE
4917,0001193125-17-239193,2017,8 years,DATE
4918,0001193125-17-239193,2017,less than 1 year,DATE
4919,0001193125-17-381800,2017,approximately 8813 billion,MONEY
4920,0001193125-17-381800,2017,october 31 2017,DATE
4921,0001193125-17-330923,2017,over 5 billion,MONEY
4922,0001193125-17-237862,2017,third,ORDINAL
4923,0001193125-17-237862,2017,at least 60 days,DATE
4924,0001193125-17-237862,2017,20 years,DATE
4925,0001193125-17-237862,2017,’s,ORG
4926,0001193125-17-237862,2017,annually,DATE
4927,0001193125-17-237862,2017,’s,ORG
4928,0001193125-17-237862,2017,’s,ORG
4929,0001193125-17-237862,2017,’s,ORG
4930,0001193125-17-237862,2017,february 1 2017,DATE
4931,0001193125-17-237862,2017,annual,DATE
4932,0001193125-17-237862,2017,’s,ORG
4933,0001193125-17-237862,2017,20 years,DATE
4934,0001193125-17-237862,2017,’s,ORG
4935,0001193125-17-237862,2017,’s,ORG
4936,0001193125-17-237862,2017,annual,DATE
4937,0001193125-17-237862,2017,’s,ORG
4938,0001193125-17-237862,2017,’s,ORG
4939,0001193125-17-237862,2017,the year,DATE
4940,0001193125-17-237862,2017,the year,DATE
4941,0000067590-17-001534,2017,october 31 2017,DATE
4942,0000067590-17-001534,2017,october 31 2017,DATE
4943,0001104659-17-027569,2017,at least 60 days,DATE
4944,0001104659-17-027569,2017,1940,DATE
4945,0001104659-17-027569,2017,1940,DATE
4946,0001104659-17-074083,2017,december 31 2016,DATE
4947,0001104659-17-074083,2017,american,NORP
4948,0000940394-17-000992,2017,™,ORG
4949,0001379491-17-006530,2017,1986,DATE
4950,0001379491-17-006530,2017,’s,PRODUCT
4951,0001379491-17-006530,2017,1940,DATE
4952,0001144204-17-016792,2017,the ten years,DATE
4953,0001144204-17-016792,2017,’s,ORG
4954,0001144204-17-016792,2017,first,ORDINAL
4955,0001144204-17-016792,2017,2030,DATE
4956,0001144204-17-016792,2017,’s,ORG
4957,0001144204-17-016792,2017,2030,DATE
4958,0001144204-17-016792,2017,ten years,DATE
4959,0001144204-17-016792,2017,second,ORDINAL
4960,0001144204-17-016792,2017,daily,DATE
4961,0001133228-17-007096,2017,2040,DATE
4962,0001133228-17-007096,2017,years,DATE
4963,0001133228-17-007096,2017,year,DATE
4964,0001133228-17-007096,2017,their retirement years,DATE
4965,0001133228-17-007096,2017,approximately twenty years,DATE
4966,0001133228-17-007096,2017,2040,DATE
4967,0001104659-17-028026,2017,60 days,DATE
4968,0001104659-17-028026,2017,december 31 2016,DATE
4969,0000894189-17-003707,2017,’s,ORG
4970,0000894189-17-003707,2017,american,NORP
4971,0000894189-17-003707,2017,’s,ORG
4972,0000894189-17-003707,2017,a given year,DATE
4973,0001193125-17-151361,2017,’s,ORG
4974,0001193125-17-151361,2017,’s,ORG
4975,0001193125-17-151361,2017,’s,ORG
4976,0001193125-17-151361,2017,’s,ORG
4977,0001193125-17-151361,2017,’s,ORG
4978,0001193125-17-151361,2017,’s,ORG
4979,0001193125-17-151361,2017,’s,ORG
4980,0001193125-17-151361,2017,’s,ORG
4981,0001193125-17-151361,2017,’s,ORG
4982,0001193125-17-151361,2017,’s,ORG
4983,0001193125-17-027340,2017,’s,ORG
4984,0001193125-17-027340,2017,’s,ORG
4985,0001193125-17-019418,2017,at least 60 days,DATE
4986,0001133228-17-007167,2017,2025,DATE
4987,0001133228-17-007167,2017,2025,DATE
4988,0001133228-17-007167,2017,2025,DATE
4989,0000940394-17-000924,2017,five years,DATE
4990,0000940394-17-000924,2017,’s,ORG
4991,0000940394-17-000924,2017,’s,ORG
4992,0000940394-17-000924,2017,’s,ORG
4993,0001628280-17-003437,2017,december 31 2016,DATE
4994,0001628280-17-003437,2017,60 days,DATE
4995,0001628280-17-003437,2017,quarterly,DATE
4996,0001628280-17-003437,2017,approximately 31 billion to 4832 billion,MONEY
4997,0001628280-17-003437,2017,’s,PRODUCT
4998,0001628280-17-003437,2017,’s,ORG
4999,0000940394-17-002417,2017,at least 60 days,DATE
5000,0000940394-17-002417,2017,december 31 2016,DATE
5001,0000940394-17-002417,2017,18 billion to 6180 billion,MONEY
5002,0000940394-17-002417,2017,quarterly,DATE
5003,0000940394-17-002417,2017,february 1 2017,DATE
5004,0000067590-17-001124,2017,’s,ORG
5005,0000894189-17-001695,2017,american,NORP
5006,0000894189-17-001695,2017,american,NORP
5007,0000894189-17-001695,2017,american,NORP
5008,0000894189-17-001695,2017,american,NORP
5009,0000894189-17-001695,2017,american,NORP
5010,0000894189-17-001695,2017,american,NORP
5011,0000894189-17-001695,2017,american,NORP
5012,0000894189-17-001695,2017,’s,ORG
5013,0000894189-17-001695,2017,’s,ORG
5014,0000894189-17-001695,2017,american,NORP
5015,0000894189-17-001695,2017,american,NORP
5016,0000894189-17-001695,2017,american,NORP
5017,0000894189-17-001695,2017,american,NORP
5018,0000894189-17-001695,2017,’s,ORG
5019,0000894189-17-001695,2017,’s,ORG
5020,0000894189-17-001695,2017,1940,DATE
5021,0001193125-17-148901,2017,each taxable year,DATE
5022,0001193125-17-148901,2017,american,NORP
5023,0001193125-17-027303,2017,’s ®,ORG
5024,0001193125-17-027303,2017,december 31 2016,DATE
5025,0001193125-17-027303,2017,123 billion to 1052 billion,MONEY
5026,0001193125-17-027303,2017,’s,ORG
5027,0001193125-17-027303,2017,’s,ORG
5028,0001193125-17-027303,2017,annual,DATE
5029,0001104659-17-005683,2017,annual,DATE
5030,0001104659-17-005683,2017,semiannual,DATE
5031,0001104659-17-005683,2017,annual,DATE
5032,0001104659-17-005683,2017,daily,DATE
5033,0001104659-17-005683,2017,31 2019,DATE
5034,0001104659-17-005683,2017,the year,DATE
5035,0001104659-17-005683,2017,each year,DATE
5036,0001104659-17-005683,2017,1 year 3 years 5 years 10 years,DATE
5037,0001104659-17-005683,2017,1787,DATE
5038,0001104659-17-005683,2017,3735,PRODUCT
5039,0001104659-17-005683,2017,annual,DATE
5040,0001104659-17-005683,2017,the most recent fiscal year,DATE
5041,0001104659-17-005683,2017,annual,DATE
5042,0001104659-17-005683,2017,10k,DATE
5043,0001104659-17-005683,2017,quarterly,DATE
5044,0001104659-17-005683,2017,10q,DATE
5045,0001104659-17-005683,2017,daily,DATE
5046,0001104659-17-005683,2017,daily,DATE
5047,0001104659-17-005683,2017,60 days,DATE
5048,0001193125-17-147474,2017,2045,DATE
5049,0001193125-17-147474,2017,age 65,DATE
5050,0001193125-17-147474,2017,2045,DATE
5051,0001193125-17-147474,2017,2035,DATE
5052,0001193125-17-147474,2017,’s,ORG
5053,0001193125-17-147474,2017,2035,DATE
5054,0001193125-17-147474,2017,’s,ORG
5055,0001193125-17-147474,2017,2432,DATE
5056,0001193125-17-147474,2017,1312,DATE
5057,0001193125-17-147474,2017,1006,DATE
5058,0001193125-17-147474,2017,quarterly,DATE
5059,0001193125-17-147474,2017,’s,ORG
5060,0001193125-17-147474,2017,2035,DATE
5061,0000930413-17-000698,2017,’s,ORG
5062,0000930413-17-000698,2017,american,NORP
5063,0000930413-17-000698,2017,’s,ORG
5064,0000930413-17-000698,2017,’s,ORG
5065,0001144204-17-058286,2017,between 5 billion and 12 billion,MONEY
5066,0001144204-17-058286,2017,’s,ORG
5067,0001144204-17-058286,2017,american,NORP
5068,0001193125-17-023495,2017,the prior twelve months,DATE
5069,0001193125-17-023495,2017,third,ORDINAL
5070,0001193125-17-023495,2017,the most recent month,DATE
5071,0001193125-17-023495,2017,’s,ORG
5072,0001193125-17-023495,2017,’s,ORG
5073,0001193125-17-326714,2017,’s,ORG
5074,0001193125-17-326714,2017,’s,PRODUCT
5075,0001193125-17-326714,2017,’s,ORG
5076,0001193125-17-326714,2017,’s,ORG
5077,0001193125-17-326714,2017,’s,ORG
5078,0001193125-17-181359,2017,first,ORDINAL
5079,0001193125-17-181359,2017,’s,ORG
5080,0001193125-17-181359,2017,’s,ORG
5081,0001193125-17-181359,2017,’s,ORG
5082,0000898432-17-001258,2017,’s,PRODUCT
5083,0000898432-17-001258,2017,at least 60 days,DATE
5084,0001193125-17-237841,2017,third,ORDINAL
5085,0001193125-17-237841,2017,at least 60 days,DATE
5086,0001193125-17-237841,2017,2010,DATE
5087,0001193125-17-237841,2017,’s,ORG
5088,0001193125-17-237841,2017,20 years,DATE
5089,0001193125-17-237841,2017,’s,ORG
5090,0001193125-17-237841,2017,annually,DATE
5091,0001193125-17-237841,2017,’s,ORG
5092,0001193125-17-237841,2017,’s,ORG
5093,0001193125-17-237841,2017,’s,ORG
5094,0001193125-17-237841,2017,february 1 2017,DATE
5095,0001193125-17-237841,2017,annual,DATE
5096,0001193125-17-237841,2017,’s,ORG
5097,0001193125-17-237841,2017,20 years,DATE
5098,0001193125-17-237841,2017,’s,ORG
5099,0001193125-17-237841,2017,’s,ORG
5100,0001193125-17-237841,2017,annual,DATE
5101,0001193125-17-237841,2017,’s,ORG
5102,0001193125-17-237841,2017,’s,ORG
5103,0001193125-17-237841,2017,the year,DATE
5104,0001193125-17-237841,2017,the year,DATE
5105,0001193125-17-220068,2017,a few years,DATE
5106,0001193125-17-220068,2017,approximately 10 years,DATE
5107,0001193125-17-220068,2017,age of 65,DATE
5108,0001193125-17-220068,2017,the target year,DATE
5109,0001193125-17-220068,2017,american,NORP
5110,0001193125-17-220068,2017,february 28 2017,DATE
5111,0001193125-17-220068,2017,1933,DATE
5112,0001193125-17-220068,2017,144a,DATE
5113,0001193125-17-220068,2017,approximately 10 years,DATE
5114,0001193125-17-324822,2017,’s,ORG
5115,0001193125-17-181429,2017,close to the year 2050,DATE
5116,0001193125-17-181429,2017,2050,DATE
5117,0001193125-17-181429,2017,an additional 20 years,DATE
5118,0001193125-17-181429,2017,the age of 65,DATE
5119,0000071701-17-000048,2017,american,NORP
5120,0000071701-17-000048,2017,american,NORP
5121,0000071701-17-000048,2017,five years,DATE
5122,0001398344-17-004515,2017,each year,DATE
5123,0001398344-17-004515,2017,canadian,NORP
5124,0001398344-17-004515,2017,american,NORP
5125,0000067590-17-001240,2017,close to the year 2045,DATE
5126,0000067590-17-001240,2017,’s,ORG
5127,0000067590-17-001240,2017,’s,ORG
5128,0000067590-17-001240,2017,’s,ORG
5129,0000067590-17-001240,2017,approximately 10 years,DATE
5130,0000067590-17-001240,2017,approximately 10 years,DATE
5131,0000067590-17-001240,2017,year,DATE
5132,0000067590-17-001240,2017,year,DATE
5133,0000067590-17-001240,2017,annually,DATE
5134,0000067590-17-001240,2017,annually,DATE
5135,0000067590-17-001240,2017,’s,ORG
5136,0000067590-17-001240,2017,annual,DATE
5137,0000067590-17-001240,2017,each year,DATE
5138,0000067590-17-001240,2017,’s,ORG
5139,0000067590-17-001240,2017,’s,ORG
5140,0000067590-17-001240,2017,annually,DATE
5141,0000067590-17-001240,2017,’s,ORG
5142,0000067590-17-001240,2017,’s,ORG
5143,0000067590-17-001240,2017,’s,ORG
5144,0000067590-17-001240,2017,’s,ORG
5145,0000067590-17-001240,2017,1974,DATE
5146,0000067590-17-001240,2017,the day one,DATE
5147,0000067590-17-001240,2017,’s,ORG
5148,0000067590-17-001240,2017,approximately ten years,DATE
5149,0001193125-17-328962,2017,’s,ORG
5150,0001193125-17-328962,2017,’s,ORG
5151,0001193125-17-328962,2017,’s,PRODUCT
5152,0001193125-17-297495,2017,approximately 24 billion to 8138 billion,MONEY
5153,0001193125-17-297495,2017,’s,ORG
5154,0001193125-17-297495,2017,’s,ORG
5155,0001193125-17-297495,2017,’s,ORG
5156,0001193125-17-297495,2017,’s,ORG
5157,0001193125-17-297495,2017,at least 60 days,DATE
5158,0001193125-17-208257,2017,2045,DATE
5159,0001193125-17-208257,2017,the year 2045,DATE
5160,0001193125-17-208257,2017,17079,DATE
5161,0001193125-17-208257,2017,110 year,DATE
5162,0001193125-17-324547,2017,1940,DATE
5163,0001193125-17-324547,2017,1940,DATE
5164,0001193125-17-324547,2017,october 31 2017,DATE
5165,0001193125-17-324547,2017,’s,ORG
5166,0001193125-17-324547,2017,1940,DATE
5167,0001193125-17-324547,2017,1986,DATE
5168,0001193125-17-270118,2017,at least 60 days,DATE
5169,0001081400-17-000087,2017,approximately 576 billion as,MONEY
5170,0001081400-17-000087,2017,december 31 2016,DATE
5171,0001193125-17-193066,2017,’s,ORG
5172,0001193125-17-193066,2017,025 mid,DATE
5173,0001193125-17-193066,2017,1910,DATE
5174,0001193125-17-193066,2017,350 mid cap 1495,DATE
5175,0001193125-17-193066,2017,1584,DATE
5176,0001193125-17-193066,2017,1118,DATE
5177,0001193125-17-193066,2017,quarterly,DATE
5178,0001193125-17-382492,2017,’s,ORG
5179,0001193125-17-382492,2017,’s,ORG
5180,0001193125-17-382492,2017,’s,ORG
5181,0001193125-17-382492,2017,’s,ORG
5182,0001040612-17-000100,2017,american,NORP
5183,0001040612-17-000100,2017,2540,DATE
5184,0001040612-17-000100,2017,’s,ORG
5185,0001040612-17-000100,2017,1217,DATE
5186,0001040612-17-000100,2017,a later date,DATE
5187,0001133228-17-007091,2017,2060,DATE
5188,0001133228-17-007091,2017,2060,DATE
5189,0001133228-17-007091,2017,years,DATE
5190,0001133228-17-007091,2017,2060,DATE
5191,0001133228-17-007091,2017,year,DATE
5192,0001133228-17-007091,2017,their retirement years,DATE
5193,0001133228-17-007091,2017,approximately twenty years,DATE
5194,0001571049-17-006672,2017,american,NORP
5195,0001571049-17-006672,2017,march 31 2017,DATE
5196,0001193125-17-065751,2017,december 31 2016,DATE
5197,0001193125-17-065751,2017,first,ORDINAL
5198,0001193125-17-065751,2017,’s,ORG
5199,0001193125-17-065751,2017,’s,ORG
5200,0001193125-17-065751,2017,’s,PRODUCT
5201,0001193125-17-065751,2017,’s,ORG
5202,0001193125-17-065751,2017,’s,ORG
5203,0001193125-17-019805,2017,three to five years,DATE
5204,0001193125-17-150773,2017,at least 80 percent,PERCENT
5205,0001193125-17-150773,2017,’s,ORG
5206,0001193125-17-193222,2017,2040,DATE
5207,0001193125-17-193222,2017,’s,ORG
5208,0001193125-17-193222,2017,’s,ORG
5209,0001193125-17-193222,2017,onethird,ORDINAL
5210,0001193125-17-374882,2017,60 days,DATE
5211,0001193125-17-374882,2017,october 31 2017,DATE
5212,0001193125-17-374882,2017,between 1943 million,DATE
5213,0000898432-17-001246,2017,at least 60 days,DATE
5214,0001104659-17-027676,2017,2020,DATE
5215,0001104659-17-027676,2017,the approximate year,DATE
5216,0001104659-17-027676,2017,annual,DATE
5217,0001104659-17-027676,2017,2020,DATE
5218,0001193125-17-239251,2017,2045,DATE
5219,0001193125-17-239251,2017,the year 2045,DATE
5220,0001193125-17-239251,2017,the selfelected year,DATE
5221,0001193125-17-239251,2017,the number of years,DATE
5222,0001193125-17-239251,2017,the selfelected year,DATE
5223,0001193125-17-239251,2017,2045,DATE
5224,0001193125-17-239251,2017,the target year,DATE
5225,0001193125-17-239251,2017,1940,DATE
5226,0001193125-17-239251,2017,1940,DATE
5227,0001193125-17-239251,2017,1940,DATE
5228,0001193125-17-239251,2017,the year,DATE
5229,0001193125-17-239251,2017,65,DATE
5230,0001193125-17-239251,2017,monthly years,DATE
5231,0001193125-17-239251,2017,–15,ORG
5232,0001193125-17-239251,2017,–20,GPE
5233,0001193125-17-239251,2017,–20,GPE
5234,0001193125-17-239251,2017,years,DATE
5235,0001193125-17-239251,2017,–10 10,ORG
5236,0001193125-17-239251,2017,–10,ORG
5237,0001193125-17-239251,2017,–10,ORG
5238,0001193125-17-239251,2017,4 years,DATE
5239,0001193125-17-239251,2017,15 30 17,DATE
5240,0001193125-17-239251,2017,–15,ORG
5241,0001193125-17-239251,2017,–10,GPE
5242,0001193125-17-239251,2017,daily,DATE
5243,0001193125-17-239251,2017,the target year,DATE
5244,0001193125-17-239251,2017,the target year,DATE
5245,0001193125-17-239251,2017,10 years,DATE
5246,0001193125-17-381834,2017,2017,DATE
5247,0001193125-17-381834,2017,’s,ORG
